kelurahan_id,kelurahan_name,kecamatan_name,kota_kab_name,poverty_rate,avg_household_expenditure,zero_vehicle_hh_pct,dependency_ratio,data_source,population,pop_density,area_km2
IDN.4.8.9.3_1,BojongNangka,KelapaDua,Tangerang,0.102,5575000,0.251,0.4458,synthetic_v1,179088,29999.9,5.969614103967089
IDN.4.8.9.4_1,CurugSangereng,KelapaDua,Tangerang,0.0671,5030000,0.2526,0.3656,synthetic_v1,84818,21747.3,3.9001709236279782
IDN.4.8.9.5_1,KelapaDua,KelapaDua,Tangerang,0.0452,5997000,0.3351,0.3586,synthetic_v1,60428,13543.8,4.461685911299787
IDN.4.8.9.6_1,PakulonanBarat,KelapaDua,Tangerang,0.0396,4901000,0.2476,0.3292,synthetic_v1,42930,12749.1,3.367289780713336
IDN.4.8.10.1_1,KarangAnyar,Kemiri,Tangerang,0.0882,5656000,0.2297,0.4278,synthetic_v1,63450,14768.7,4.296260212134
IDN.4.8.10.2_1,Kelebet,Kemiri,Tangerang,0.0784,4299000,0.2285,0.4494,synthetic_v1,73289,11867.6,6.175560718588807
IDN.4.8.10.3_1,Kemiri,Kemiri,Tangerang,0.0902,4932000,0.2696,0.4612,synthetic_v1,73606,16075.5,4.578761763644279
IDN.4.8.10.4_1,LegokSukamaju,Kemiri,Tangerang,0.0882,4927000,0.1774,0.4998,synthetic_v1,55278,14700.5,3.760274621701647
IDN.4.8.10.5_1,Lontar,Kemiri,Tangerang,0.0817,4415000,0.2199,0.482,synthetic_v1,95695,12197.5,7.845481582594579
IDN.4.8.10.6_1,PatraManggala,Kemiri,Tangerang,0.0671,5228000,0.2872,0.4401,synthetic_v1,58709,9827.6,5.973884450962864
IDN.4.8.10.7_1,RancaLabuh,Kemiri,Tangerang,0.0573,4368000,0.1708,0.4402,synthetic_v1,20395,7155.5,2.8502450953920944
IDN.4.8.11.1_1,Belimbing,Kosambi,Tangerang,0.048,6587000,0.24,0.4248,synthetic_v1,44591,16472.3,2.707025357508297
IDN.4.8.11.2_1,Cengklong,Kosambi,Tangerang,0.067,4836000,0.2292,0.4619,synthetic_v1,43473,24059.2,1.8069173857781569
IDN.4.8.11.3_1,DADAP,Kosambi,Tangerang,0.0543,6151000,0.3502,0.3985,synthetic_v1,99016,21122.8,4.687629335107485
IDN.4.8.11.4_1,Jatimulya,Kosambi,Tangerang,0.0346,7502000,0.2339,0.3732,synthetic_v1,21790,12109.5,1.7994091669652212
IDN.4.8.11.5_1,KosambiBarat,Kosambi,Tangerang,0.0563,5132000,0.2919,0.3478,synthetic_v1,54208,20238.6,2.6784442936091257
IDN.4.8.11.6_1,KosambiTimur,Kosambi,Tangerang,0.0583,5442000,0.331,0.3229,synthetic_v1,63550,21765.2,2.91979812581387
IDN.4.8.11.7_1,RawaBurung,Kosambi,Tangerang,0.0414,6304000,0.3091,0.4325,synthetic_v1,19599,13986.3,1.4012988638487265
IDN.4.8.11.8_1,RawaRengas,Kosambi,Tangerang,0.0583,5972000,0.3105,0.431,synthetic_v1,20754,19563.9,1.060831359507974
IDN.4.8.11.9_1,Salembaran,Kosambi,Tangerang,0.057,6104000,0.3017,0.4312,synthetic_v1,161906,19003.2,8.519914553152201
IDN.4.8.11.10_1,SalembaranJati,Kosambi,Tangerang,0.0381,6256000,0.3492,0.394,synthetic_v1,50350,12411.6,4.056686994589766
IDN.4.8.12.1_1,Jengkol,Kresek,Tangerang,0.0917,4971000,0.1501,0.5331,synthetic_v1,59973,12895.8,4.650597202629424
IDN.4.8.12.2_1,Kemuning,Kresek,Tangerang,0.0942,5377000,0.1615,0.4374,synthetic_v1,59261,13765.0,4.305188531481664
IDN.4.8.12.3_1,Koper,Kresek,Tangerang,0.1038,4738000,0.1566,0.5129,synthetic_v1,56261,15065.5,3.7344175053561512
IDN.4.8.12.4_1,Kresek,Kresek,Tangerang,0.1073,4041000,0.22,0.471,synthetic_v1,43769,13769.1,3.1787943946782566
IDN.4.8.12.5_1,PasirAmpo,Kresek,Tangerang,0.0667,4956000,0.2236,0.4344,synthetic_v1,18909,6694.8,2.824410390877941
IDN.4.8.12.6_1,PatraSana,Kresek,Tangerang,0.073,5953000,0.2058,0.4937,synthetic_v1,19146,8258.1,2.3184567199766577
IDN.4.8.12.7_1,RancaIlat,Kresek,Tangerang,0.092,4451000,0.2372,0.4791,synthetic_v1,28836,14003.9,2.0591356289636544
IDN.4.8.12.8_1,Renged,Kresek,Tangerang,0.0965,3576000,0.14,0.4854,synthetic_v1,28407,12797.9,2.219661185425655
IDN.4.8.12.9_1,Talok,Kresek,Tangerang,0.0962,5255000,0.2539,0.471,synthetic_v1,36519,12883.6,2.8345421770253387
IDN.4.8.13.1_1,Bakung,Kronjo,Tangerang,0.1431,4416000,0.2499,0.4587,synthetic_v1,94419,25656.3,3.680152262213943
IDN.4.8.13.2_1,Blukbuk,Kronjo,Tangerang,0.0949,2726000,0.2176,0.5821,synthetic_v1,38823,13645.4,2.8451425020047925
IDN.4.8.13.3_1,Cirumpak,Kronjo,Tangerang,0.0998,5302000,0.2627,0.5148,synthetic_v1,52577,16728.6,3.142947396639807
IDN.4.8.13.4_1,Kronjo,Kronjo,Tangerang,0.1018,3983000,0.1213,0.5012,synthetic_v1,99546,14635.3,6.801788680334095
IDN.4.8.13.5_1,Muncung,Kronjo,Tangerang,0.0995,4241000,0.1659,0.475,synthetic_v1,99068,12995.6,7.623171633058671
IDN.4.8.13.6_1,PagedanganIlir,Kronjo,Tangerang,0.0804,4783000,0.1596,0.5107,synthetic_v1,88595,10797.8,8.2049180521852
IDN.4.8.13.7_1,PagedanganUdik,Kronjo,Tangerang,0.0964,4679000,0.2181,0.4858,synthetic_v1,55747,14700.2,3.7922576887358272
IDN.4.8.13.8_1,Pagenjahan,Kronjo,Tangerang,0.076,4974000,0.1455,0.4666,synthetic_v1,16545,8721.1,1.8971299117535336
IDN.4.8.13.9_1,Pasilian,Kronjo,Tangerang,0.0837,4077000,0.218,0.4492,synthetic_v1,43947,10640.1,4.13033630785166
IDN.4.8.13.10_1,Pasir,Kronjo,Tangerang,0.0767,4982000,0.245,0.4539,synthetic_v1,33851,10431.2,3.245179784282228
IDN.4.8.14.1_1,Babakan,Legok,Tangerang,0.0647,5285000,0.2803,0.3,synthetic_v1,37209,17385.2,2.1402697185001895
IDN.4.8.14.2_1,Babat,Legok,Tangerang,0.1055,5758000,0.232,0.442,synthetic_v1,89750,25897.1,3.4656392775895983
IDN.4.8.14.3_1,BojongKamal,Legok,Tangerang,0.0414,5718000,0.1861,0.4044,synthetic_v1,21389,6856.2,3.1196436323039616
IDN.4.8.14.4_1,Caringin,Legok,Tangerang,0.0764,4629000,0.2062,0.5018,synthetic_v1,45963,19741.1,2.3282953072531902
IDN.4.8.14.5_1,Ciangir,Legok,Tangerang,0.0488,5935000,0.2629,0.4369,synthetic_v1,34092,7619.5,4.474315034657527
IDN.4.8.14.6_1,Cirarab,Legok,Tangerang,0.0611,4853000,0.2619,0.3669,synthetic_v1,48296,13631.1,3.5430666143882092
IDN.4.8.14.7_1,Kamuning,Legok,Tangerang,0.0818,6049000,0.2412,0.4185,synthetic_v1,73064,21894.5,3.337097307296062
IDN.4.8.14.8_1,Legok,Legok,Tangerang,0.0639,5812000,0.2387,0.3635,synthetic_v1,54744,17430.0,3.1407981227631727
IDN.4.8.14.9_1,PalaSari,Legok,Tangerang,0.0516,6769000,0.1513,0.4493,synthetic_v1,44394,10802.0,4.109783381607758
IDN.4.8.14.10_1,Rancagong,Legok,Tangerang,0.0537,5273000,0.2052,0.4333,synthetic_v1,46843,13161.5,3.5591019797284966
IDN.4.8.14.11_1,SerdangWetan,Legok,Tangerang,0.0768,5071000,0.3139,0.4712,synthetic_v1,115944,19543.3,5.932671336218344
IDN.4.8.15.1_1,BanyuAsih,Mauk,Tangerang,0.0635,4985000,0.1572,0.3993,synthetic_v1,16907,11262.2,1.501214651387112
IDN.4.8.15.2_1,GunungSari,Mauk,Tangerang,0.0799,4658000,0.2102,0.445,synthetic_v1,53616,14812.4,3.619661560452643
IDN.4.8.15.3_1,JatiWaringin,Mauk,Tangerang,0.0717,5794000,0.2599,0.3638,synthetic_v1,24961,15426.2,1.618087006213064
IDN.4.8.15.4_1,KedungDalem,Mauk,Tangerang,0.0632,3772000,0.1627,0.4711,synthetic_v1,41068,11872.6,3.459048621863252
IDN.4.8.15.5_1,Ketapang,Mauk,Tangerang,0.1092,4041000,0.2091,0.47,synthetic_v1,117804,22713.5,5.186524591806806
IDN.4.8.15.6_1,MargaMulya,Mauk,Tangerang,0.0848,4109000,0.2436,0.4653,synthetic_v1,97175,16934.7,5.738228768890571
IDN.4.8.15.7_1,MaukBarat,Mauk,Tangerang,0.0482,5574000,0.1988,0.4472,synthetic_v1,37538,5281.9,7.106885515448165
IDN.4.8.15.8_1,MaukTimur,Mauk,Tangerang,0.0791,6286000,0.3183,0.4633,synthetic_v1,24356,14779.4,1.6479666409552254
IDN.4.8.15.9_1,Sasak,Mauk,Tangerang,0.065,4896000,0.1404,0.52,synthetic_v1,27835,11472.2,2.4262897227933684
IDN.4.8.15.10_1,TanjungAnom,Mauk,Tangerang,0.0876,4849000,0.2498,0.4253,synthetic_v1,67383,18006.2,3.742201980062543
IDN.4.8.15.11_1,TegalKunirKidul,Mauk,Tangerang,0.0608,5133000,0.2068,0.4424,synthetic_v1,37223,11295.1,3.295500406789962
IDN.4.8.15.12_1,TegalKunirLor,Mauk,Tangerang,0.0721,5959000,0.2413,0.3833,synthetic_v1,48272,14072.0,3.430347301157301
IDN.4.8.16.1_1,Cijeruk,Mekarbaru,Tangerang,0.1019,3365000,0.2051,0.4352,synthetic_v1,51241,11287.8,4.539491075594871
IDN.4.8.16.2_1,GandaRia,Mekarbaru,Tangerang,0.101,4581000,0.158,0.4709,synthetic_v1,40267,14198.2,2.8360554710065053
IDN.4.8.16.3_1,Jenggot,Mekarbaru,Tangerang,0.0746,4961000,0.1961,0.5305,synthetic_v1,50783,6518.9,7.790149093569691
IDN.4.8.16.4_1,Kedaung,Mekarbaru,Tangerang,0.0909,4435000,0.1138,0.469,synthetic_v1,24822,8484.1,2.925714419706618
IDN.4.8.16.5_1,Klutuk,Mekarbaru,Tangerang,0.0822,4481000,0.2111,0.4569,synthetic_v1,16937,9395.8,1.8026174036165048
IDN.4.8.16.6_1,KosambiDalam,Mekarbaru,Tangerang,0.0801,5104000,0.1988,0.4495,synthetic_v1,28330,8696.7,3.257541078442963
IDN.4.8.16.7_1,MekarBaru,Mekarbaru,Tangerang,0.118,2068000,0.2124,0.4463,synthetic_v1,40113,15977.6,2.5105758413940547
IDN.4.8.16.8_1,Waliwis,Mekarbaru,Tangerang,0.0977,4771000,0.2291,0.4879,synthetic_v1,31699,11701.5,2.7089756252693507
IDN.4.8.17.1_1,Cicalengka,Pagedangan,Tangerang,0.042,5085000,0.2806,0.337,synthetic_v1,21758,10919.0,1.9926715543384033
IDN.4.8.17.2_1,Cihuni,Pagedangan,Tangerang,0.0694,4380000,0.3015,0.4654,synthetic_v1,135749,23958.7,5.665965413448353
IDN.4.8.17.3_1,Cijantra,Pagedangan,Tangerang,0.0926,6026000,0.2318,0.3782,synthetic_v1,159744,28824.4,5.541963581679856
IDN.4.8.17.4_1,Jatake,Pagedangan,Tangerang,0.0802,6535000,0.2178,0.4556,synthetic_v1,116708,21839.6,5.343861882831218
IDN.4.8.17.5_1,KaduSirung,Pagedangan,Tangerang,0.0404,5398000,0.3017,0.3528,synthetic_v1,47205,9276.9,5.088423663380114
IDN.4.8.17.6_1,KarangTengah,Pagedangan,Tangerang,0.0601,6082000,0.2918,0.4581,synthetic_v1,16012,13738.0,1.1655288731557356
IDN.4.8.17.7_1,LengkongKulon,Pagedangan,Tangerang,0.0762,7067000,0.2774,0.438,synthetic_v1,159042,25443.7,6.250739976362796
IDN.4.8.17.8_1,MalangNengah,Pagedangan,Tangerang,0.056,6403000,0.2393,0.4425,synthetic_v1,36007,12787.9,2.815698627678951
IDN.4.8.17.9_1,Medang,Pagedangan,Tangerang,0.0658,6999000,0.2393,0.3587,synthetic_v1,103314,20362.0,5.0738570388473105
IDN.4.8.17.10_1,Pagedangan,Pagedangan,Tangerang,0.0699,6319000,0.3273,0.4191,synthetic_v1,101489,22391.5,4.5324742448453685
IDN.4.8.17.11_1,SituGadung,Pagedangan,Tangerang,0.0466,5689000,0.295,0.3518,synthetic_v1,99008,12756.3,7.761478845899289
IDN.4.8.18.1_1,BuaranBambu,Pakuhaji,Tangerang,0.0634,4177000,0.3263,0.4059,synthetic_v1,53020,16489.3,3.215409602586916
IDN.4.8.18.2_1,BuaranMangga,Pakuhaji,Tangerang,0.02,5102000,0.1972,0.4771,synthetic_v1,4733,1499.8,3.155744111836732
IDN.4.8.18.3_1,Bunisari,Pakuhaji,Tangerang,0.0483,4813000,0.2368,0.4571,synthetic_v1,24310,11733.7,2.0718027531896457
IDN.4.8.18.4_1,Gaga,Pakuhaji,Tangerang,0.0562,7385000,0.2801,0.4108,synthetic_v1,63479,16426.9,3.8643207663095778
IDN.4.8.18.5_1,Kalibaru,Pakuhaji,Tangerang,0.0443,5372000,0.2806,0.3674,synthetic_v1,50462,10679.5,4.725122955972175
IDN.4.8.18.6_1,KiaraPayung,Pakuhaji,Tangerang,0.0853,5714000,0.2582,0.4438,synthetic_v1,82638,26220.4,3.151673952754639
IDN.4.8.18.7_1,Kohod,Pakuhaji,Tangerang,0.0439,5850000,0.2085,0.4217,synthetic_v1,90225,9440.7,9.55702543543925
IDN.4.8.18.8_1,Kramat,Pakuhaji,Tangerang,0.0596,5404000,0.2745,0.3065,synthetic_v1,95119,14172.3,6.7116014204685035
IDN.4.8.18.9_1,Laksana,Pakuhaji,Tangerang,0.0646,6888000,0.2859,0.4544,synthetic_v1,69568,17846.7,3.8980892388570494
IDN.4.8.18.10_1,PakuAlam,Pakuhaji,Tangerang,0.0879,4869000,0.2024,0.4214,synthetic_v1,37268,23374.5,1.594387047623882
IDN.4.8.18.11_1,PakuHaji,Pakuhaji,Tangerang,0.0438,5568000,0.2979,0.4807,synthetic_v1,26303,9421.3,2.7918677958552713
IDN.4.8.18.12_1,RawaBoni,Pakuhaji,Tangerang,0.0805,4919000,0.3016,0.3613,synthetic_v1,57198,23028.8,2.483760072831325
IDN.4.8.18.13_1,Sukawali,Pakuhaji,Tangerang,0.0684,4223000,0.2358,0.3,synthetic_v1,70998,15910.8,4.462255960131543
IDN.4.8.18.14_1,SuryaBahari,Pakuhaji,Tangerang,0.0549,4727000,0.228,0.4432,synthetic_v1,29532,10963.3,2.6937097369430663
IDN.4.8.19.1_1,Ciakar,Panongan,Tangerang,0.0771,5163000,0.2449,0.4449,synthetic_v1,118138,17551.2,6.731030908329215
IDN.4.8.19.2_1,MekarBakti,Panongan,Tangerang,0.0747,4780000,0.1827,0.3489,synthetic_v1,65550,15958.2,4.107607417701789
IDN.4.8.19.3_1,MekarJaya,Panongan,Tangerang,0.0605,4670000,0.2266,0.38,synthetic_v1,42152,12771.7,3.3004123487208976
IDN.4.8.19.4_1,Panongan,Panongan,Tangerang,0.0723,4018000,0.1327,0.5703,synthetic_v1,67220,15479.7,4.342452914875002
IDN.4.8.19.5_1,Peusar,Panongan,Tangerang,0.068,4963000,0.2455,0.4223,synthetic_v1,52340,12891.2,4.0601493677289096
IDN.4.8.19.6_1,RancaIyuh,Panongan,Tangerang,0.0743,3881000,0.1518,0.4717,synthetic_v1,90673,15364.4,5.901507645998605
IDN.4.8.19.7_1,RancaKalapa,Panongan,Tangerang,0.0826,5686000,0.2739,0.4029,synthetic_v1,85169,17771.3,4.792491696769799
IDN.4.8.19.8_1,SerdangKulon,Panongan,Tangerang,0.0931,5296000,0.2128,0.3242,synthetic_v1,72624,23035.1,3.1527479313839115
IDN.4.8.20.1_1,GelamJaya,PasarKemis,Tangerang,0.047,4234000,0.234,0.4126,synthetic_v1,37852,10365.7,3.651652043395143
IDN.4.8.20.2_1,KutaBaru,PasarKemis,Tangerang,0.0958,5231000,0.2258,0.4044,synthetic_v1,39572,27701.2,1.4285290032533315
IDN.4.8.20.3_1,KutaBumi,PasarKemis,Tangerang,0.0357,4823000,0.2335,0.4,synthetic_v1,21304,6884.5,3.0945012252569417
IDN.4.8.20.4_1,KutaJaya,PasarKemis,Tangerang,0.0612,5750000,0.3095,0.4112,synthetic_v1,47762,16204.6,2.9474385657285627
IDN.4.8.20.5_1,Pangadegan,PasarKemis,Tangerang,0.0759,6405000,0.1361,0.4373,synthetic_v1,87278,18991.5,4.595634190066677
IDN.4.8.20.6_1,PasarKemis,PasarKemis,Tangerang,0.0732,3746000,0.2785,0.4204,synthetic_v1,39432,17015.7,2.317387027576584
IDN.4.8.20.7_1,SindangSari,PasarKemis,Tangerang,0.0599,5327000,0.2399,0.3653,synthetic_v1,60445,12712.9,4.754630033418602
IDN.4.8.20.8_1,Sukaasih,PasarKemis,Tangerang,0.0658,5119000,0.1793,0.4522,synthetic_v1,25176,14719.1,1.710424870952361
IDN.4.8.20.9_1,Sukamantri,PasarKemis,Tangerang,0.0597,5867000,0.1924,0.3267,synthetic_v1,95095,13743.4,6.919332207649476
IDN.4.8.21.1_1,Daon,Rajeg,Tangerang,0.0671,5105000,0.2715,0.3393,synthetic_v1,42735,11592.7,3.686377313531562
IDN.4.8.21.2_1,JambuKarya,Rajeg,Tangerang,0.091,4227000,0.1612,0.4834,synthetic_v1,68528,16988.0,4.033907417522541
IDN.4.8.21.3_1,LembangSari,Rajeg,Tangerang,0.0796,4753000,0.1628,0.4639,synthetic_v1,28205,16012.9,1.7613967651780802
IDN.4.8.21.4_1,Mekarsari,Rajeg,Tangerang,0.0595,4569000,0.2694,0.4269,synthetic_v1,54543,12265.7,4.446786866617954
IDN.4.8.21.5_1,Pangarengan,Rajeg,Tangerang,0.0907,5738000,0.2149,0.3746,synthetic_v1,132231,17509.9,7.55179065549795
IDN.4.8.21.6_1,Rajeg,Rajeg,Tangerang,0.0785,5041000,0.1725,0.4024,synthetic_v1,41850,15885.9,2.634419869837292
IDN.4.8.21.7_1,Rajegmulya,Rajeg,Tangerang,0.0834,6666000,0.2276,0.4193,synthetic_v1,91746,18873.6,4.86107623590293
IDN.4.8.21.8_1,RancaBango,Rajeg,Tangerang,0.0859,4859000,0.1619,0.3632,synthetic_v1,62483,16576.6,3.769359192374245
IDN.4.8.21.9_1,SukaManah,Rajeg,Tangerang,0.0618,4442000,0.2531,0.4015,synthetic_v1,62182,10870.1,5.720487407601451
IDN.4.8.21.10_1,SukaSari,Rajeg,Tangerang,0.059,4106000,0.2765,0.4574,synthetic_v1,50266,13359.3,3.762622301567093
IDN.4.8.21.11_1,SukaTani,Rajeg,Tangerang,0.084,3632000,0.2348,0.5069,synthetic_v1,105073,18128.6,5.795966009147118
IDN.4.8.21.12_1,Tanjakan,Rajeg,Tangerang,0.0819,3811000,0.2282,0.4145,synthetic_v1,41728,17538.8,2.379187411742023
IDN.4.8.21.13_1,TanjakanMekar,Rajeg,Tangerang,0.0709,5360000,0.2894,0.4702,synthetic_v1,24261,15079.6,1.6088615874899053
IDN.4.8.23.1_1,Karet,Sepatan,Tangerang,0.0644,5938000,0.2569,0.3196,synthetic_v1,51067,17771.3,2.873572289403332
IDN.4.8.23.2_1,KayuAgung,Sepatan,Tangerang,0.0837,4181000,0.2001,0.452,synthetic_v1,52555,23136.9,2.2714775601484867
IDN.4.8.23.3_1,KayuBongkok,Sepatan,Tangerang,0.0571,6097000,0.2585,0.3818,synthetic_v1,23465,13481.2,1.740577947834182
IDN.4.8.23.4_1,MekarJaya,Sepatan,Tangerang,0.0728,5059000,0.3307,0.4345,synthetic_v1,56096,19465.8,2.881764884664334
IDN.4.8.23.5_1,PisanganJaya,Sepatan,Tangerang,0.063,5496000,0.1996,0.4097,synthetic_v1,46034,15384.6,2.992210478042132
IDN.4.8.23.6_1,PondokJaya,Sepatan,Tangerang,0.0598,6802000,0.2403,0.4821,synthetic_v1,24200,15955.2,1.516750205583392
IDN.4.8.23.7_1,Sarakan,Sepatan,Tangerang,0.0806,6180000,0.2658,0.3746,synthetic_v1,34144,22354.5,1.5273863191441224
IDN.4.8.23.8_1,Sepatan,Sepatan,Tangerang,0.0765,5249000,0.2472,0.4496,synthetic_v1,50190,20985.4,2.3916672652381195
IDN.4.8.22.1_1,GempolSari,SepatanTimur,Tangerang,0.0725,4923000,0.23,0.3967,synthetic_v1,65428,22027.7,2.970255102243952
IDN.4.8.22.2_1,JatiMulya,SepatanTimur,Tangerang,0.081,3865000,0.3082,0.4049,synthetic_v1,27998,24285.2,1.152882426413334
IDN.4.8.22.3_1,KampungKelor,SepatanTimur,Tangerang,0.0589,5140000,0.372,0.3979,synthetic_v1,31988,18234.5,1.754254215962249
IDN.4.8.22.4_1,KedaungBarat,SepatanTimur,Tangerang,0.0705,5470000,0.2775,0.3682,synthetic_v1,57723,21349.4,2.7037339834633873
IDN.4.8.22.5_1,LebakWangi,SepatanTimur,Tangerang,0.0562,4820000,0.2299,0.4111,synthetic_v1,83687,15935.5,5.251619617873996
IDN.4.8.22.6_1,PondokKelor,SepatanTimur,Tangerang,0.064,5584000,0.2138,0.4051,synthetic_v1,30497,19728.8,1.5458077045168324
IDN.4.8.22.7_1,Sangiang,SepatanTimur,Tangerang,0.0603,5610000,0.2693,0.4266,synthetic_v1,41782,16584.4,2.5193523798532578
IDN.4.8.22.8_1,TanahMerah,SepatanTimur,Tangerang,0.0643,5342000,0.3,0.4199,synthetic_v1,23875,17618.8,1.3550867718796555
IDN.4.8.24.1_1,BadakAnom,SindangJaya,Tangerang,0.0864,4345000,0.2197,0.4848,synthetic_v1,48844,16172.0,3.020276616972637
IDN.4.8.24.2_1,SindangAsih,SindangJaya,Tangerang,0.0627,5112000,0.2069,0.4861,synthetic_v1,59809,10792.3,5.541845556596211
IDN.4.8.24.3_1,SindangJaya,SindangJaya,Tangerang,0.1046,5407000,0.1884,0.384,synthetic_v1,118647,23920.7,4.960015838052151
IDN.4.8.24.4_1,SindangPanon,SindangJaya,Tangerang,0.0559,4283000,0.176,0.4754,synthetic_v1,55213,10627.5,5.195305434361253
IDN.4.8.24.5_1,SindangSono,SindangJaya,Tangerang,0.0588,6013000,0.2351,0.3847,synthetic_v1,69436,8789.0,7.900354611511924
IDN.4.8.24.6_1,SukaHarja,SindangJaya,Tangerang,0.0881,5088000,0.2572,0.4609,synthetic_v1,118051,20591.6,5.732958116672536
IDN.4.8.24.7_1,WanaKerta,SindangJaya,Tangerang,0.0852,5065000,0.15,0.4676,synthetic_v1,146864,18167.4,8.083941063018221
IDN.4.8.25.1_1,Cikareo,Solear,Tangerang,0.0954,5046000,0.252,0.3665,synthetic_v1,47738,13924.2,3.4284158223554524
IDN.4.8.25.2_1,Cikasungka,Solear,Tangerang,0.0966,4613000,0.2107,0.469,synthetic_v1,108415,13619.1,7.960505589495921
IDN.4.8.25.3_1,Cikuya,Solear,Tangerang,0.0881,5140000,0.2432,0.4431,synthetic_v1,83248,11161.5,7.458521769503602
IDN.4.8.25.4_1,Cireundeu,Solear,Tangerang,0.0741,4641000,0.1339,0.4271,synthetic_v1,14534,8315.4,1.7478382387438094
IDN.4.8.25.5_1,Munjul,Solear,Tangerang,0.0821,4219000,0.1394,0.5194,synthetic_v1,57317,13209.7,4.339006168543357
IDN.4.8.25.6_1,Pasanggrahan,Solear,Tangerang,0.0748,4814000,0.1832,0.4273,synthetic_v1,35147,9536.2,3.685646579139618
IDN.4.8.25.7_1,Solear,Solear,Tangerang,0.1027,3472000,0.2074,0.4258,synthetic_v1,62764,14543.9,4.3154794712888105
IDN.4.8.26.1_1,BuaranJati,Sukadiri,Tangerang,0.0677,5290000,0.2955,0.4336,synthetic_v1,53368,14788.1,3.6088479437348178
IDN.4.8.26.2_1,Gintung,Sukadiri,Tangerang,0.0564,5230000,0.2566,0.4618,synthetic_v1,37521,11846.3,3.167317220850453
IDN.4.8.26.3_1,KarangSerang,Sukadiri,Tangerang,0.0675,4929000,0.2054,0.4276,synthetic_v1,60901,13477.4,4.518733570273188
IDN.4.8.26.4_1,Kosambi,Sukadiri,Tangerang,0.0738,5204000,0.1921,0.4836,synthetic_v1,51229,17992.3,2.847276803406963
IDN.4.8.26.5_1,MekarKondang,Sukadiri,Tangerang,0.0588,3817000,0.2838,0.4511,synthetic_v1,37701,13368.2,2.8202030094099175
IDN.4.8.26.6_1,Pekayon,Sukadiri,Tangerang,0.0591,4695000,0.1795,0.324,synthetic_v1,46577,11387.2,4.090296150039078
IDN.4.8.26.7_1,RawaKidang,Sukadiri,Tangerang,0.0726,5324000,0.2929,0.4013,synthetic_v1,69597,16859.0,4.128170637659289
IDN.4.8.26.8_1,Sukadiri,Sukadiri,Tangerang,0.0741,5309000,0.2104,0.4028,synthetic_v1,51507,16485.4,3.124406174357498
IDN.4.8.27.1_1,Benda,Sukamulya,Tangerang,0.0742,3845000,0.2563,0.4776,synthetic_v1,34034,10770.5,3.1599208010837727
IDN.4.8.27.2_1,Bunar,Sukamulya,Tangerang,0.0727,5774000,0.2232,0.3182,synthetic_v1,47875,11325.5,4.227167952707965
IDN.4.8.27.3_1,BuniAyu,Sukamulya,Tangerang,0.086,3945000,0.1864,0.5824,synthetic_v1,47869,13424.4,3.5658173012605254
IDN.4.8.27.4_1,KaliAsin,Sukamulya,Tangerang,0.062,5356000,0.1696,0.4841,synthetic_v1,17570,6930.8,2.53507079867525
IDN.4.8.27.5_1,Kubang,Sukamulya,Tangerang,0.0633,4895000,0.1761,0.4662,synthetic_v1,30071,6997.0,4.297695223496
IDN.4.8.27.6_1,Merak,Sukamulya,Tangerang,0.071,4151000,0.2099,0.5127,synthetic_v1,18951,9966.9,1.9013891073726037
IDN.4.8.27.7_1,Parahu,Sukamulya,Tangerang,0.079,6072000,0.1953,0.5715,synthetic_v1,45762,11813.1,3.873838032459786
IDN.4.8.27.8_1,SukaMulya,Sukamulya,Tangerang,0.0895,3577000,0.1656,0.5032,synthetic_v1,49065,13120.7,3.739497845717266
IDN.4.8.28.1_1,BabakanAsem,Teluknaga,Tangerang,0.079,6526000,0.2821,0.4512,synthetic_v1,53103,26702.2,1.9887094642414016
IDN.4.8.28.2_1,BojongRenged,Teluknaga,Tangerang,0.0694,6605000,0.2936,0.4097,synthetic_v1,45781,23361.0,1.9597194551142336
IDN.4.8.28.3_1,KampungBesar,Teluknaga,Tangerang,0.056,5185000,0.1947,0.3998,synthetic_v1,75355,17277.1,4.361566018719567
IDN.4.8.28.4_1,KampungMelayuBarat,Teluknaga,Tangerang,0.0592,6786000,0.2921,0.3852,synthetic_v1,23660,17793.0,1.3297334809751515
IDN.4.8.28.5_1,KampungMelayuTimur,Teluknaga,Tangerang,0.0434,5522000,0.2408,0.3655,synthetic_v1,26380,12694.2,2.078108925647771
IDN.4.8.28.6_1,KebonCau,Teluknaga,Tangerang,0.0558,6057000,0.247,0.3678,synthetic_v1,46551,18585.2,2.50472996803238
IDN.4.8.28.7_1,LEMO,Teluknaga,Tangerang,0.0532,5968000,0.2172,0.3376,synthetic_v1,97261,16757.8,5.803936351810295
IDN.4.8.28.8_1,Muara,Teluknaga,Tangerang,0.0639,5587000,0.2047,0.4042,synthetic_v1,100984,19753.6,5.112174112604654
IDN.4.8.28.9_1,Pangkalan,Teluknaga,Tangerang,0.0486,6255000,0.2115,0.3277,synthetic_v1,67290,13199.6,5.097870319830703
IDN.4.8.28.10_1,TanjungBurung,Teluknaga,Tangerang,0.0712,6130000,0.2245,0.4264,synthetic_v1,159123,19629.2,8.106425332411357
IDN.4.8.28.11_1,TanjungPasir,Teluknaga,Tangerang,0.0843,4191000,0.3419,0.4109,synthetic_v1,162315,25500.5,6.365174671570764
